,California Northern Dist,Florida Southern Dist,Georgia Northern Dist,Illinois Northern Dist,Maryland Dist of MD,Massachusetts Dist of MA,Michigan Eastern Dist,Minnesota Dist of MN,Missouri Eastern Dist,Missouri Western Dist,New York Southern Dist,New York Eastern Dist,New York Western Dist,Pennsylvania Eastern Dist,Pennsylvania Western Dist,Texas Southern Dist,Virginia Eastern Dist,Wisconsin Eastern Dist,Puerto Rico Dist of PR,Washington DC Dist of DC
libcon_numeric,0.5,0.3125,0.3142857142857143,0.3225806451612903,0.275,0.47619047619047616,0.3,0.40625,0.13793103448275862,0.4827586206896552,0.3611111111111111,0.23333333333333334,0.3333333333333333,0.44871794871794873,0.32432432432432434,0.39285714285714285,0.24242424242424243,0.37037037037037035,0.37037037037037035,0.2972972972972973
