,California Northern Dist,Missouri Western Dist,Massachusetts Dist of MA,Pennsylvania Eastern Dist,Minnesota Dist of MN,Texas Southern Dist,Puerto Rico Dist of PR,Wisconsin Eastern Dist,New York Southern Dist,New York Western Dist,Pennsylvania Western Dist,Illinois Northern Dist,Georgia Northern Dist,Florida Southern Dist,Michigan Eastern Dist,Washington DC Dist of DC,Maryland Dist of MD,Virginia Eastern Dist,New York Eastern Dist,Missouri Eastern Dist
Win Rate,0.5,0.482758621,0.476190476,0.448717949,0.40625,0.392857143,0.37037037,0.37037037,0.361111111,0.333333333,0.324324324,0.322580645,0.314285714,0.3125,0.3,0.297297297,0.275,0.242424242,0.233333333,0.137931034
